2025-12-05 08:12:07 [INFO]  Executing: sp_GetCasesAsJson
2025-12-05 10:57:50 [INFO]  -------------------
2025-12-05 10:58:41 [INFO]  -------------------
2025-12-05 10:58:41 [INFO]  Cases Logs
2025-12-05 10:58:41 [INFO]  Batch 13950
2025-12-05 10:58:41 [INFO]  -------------------
2025-12-05 10:59:04 [INFO]  -------------------
2025-12-05 10:59:04 [INFO]  Cases Logs
2025-12-05 10:59:04 [INFO]  Batch 14000
2025-12-05 10:59:04 [INFO]  -------------------
2025-12-05 11:02:11 [INFO]  -------------------
2025-12-05 11:02:11 [INFO]  Cases Logs
2025-12-05 11:02:11 [INFO]  Batch 14050
2025-12-05 11:02:11 [INFO]  -------------------
2025-12-05 11:02:37 [INFO]  -------------------
2025-12-05 11:02:37 [INFO]  Cases Logs
2025-12-05 11:02:37 [INFO]  Batch 14100
2025-12-05 11:02:37 [INFO]  -------------------
2025-12-05 11:03:05 [INFO]  -------------------
2025-12-05 11:03:05 [INFO]  Cases Logs
2025-12-05 11:03:05 [INFO]  Batch 14150
2025-12-05 11:03:05 [INFO]  -------------------
2025-12-05 11:03:30 [INFO]  -------------------
2025-12-05 11:03:30 [INFO]  Cases Logs
2025-12-05 11:03:30 [INFO]  Batch 14200
2025-12-05 11:03:30 [INFO]  -------------------
2025-12-05 11:04:25 [INFO]  -------------------
2025-12-05 11:04:25 [INFO]  Cases Logs
2025-12-05 11:04:25 [INFO]  Batch 14250
2025-12-05 11:04:25 [INFO]  -------------------
2025-12-05 11:04:51 [INFO]  -------------------
2025-12-05 11:04:51 [INFO]  Cases Logs
2025-12-05 11:04:51 [INFO]  Batch 14300
2025-12-05 11:04:51 [INFO]  -------------------
2025-12-05 11:05:13 [INFO]  -------------------
2025-12-05 11:05:13 [INFO]  Cases Logs
2025-12-05 11:05:13 [INFO]  Batch 14350
2025-12-05 11:05:13 [INFO]  -------------------
2025-12-05 11:05:36 [INFO]  -------------------
2025-12-05 11:05:36 [INFO]  Cases Logs
2025-12-05 11:05:36 [INFO]  Batch 14400
2025-12-05 11:05:36 [INFO]  -------------------
2025-12-05 11:06:01 [INFO]  -------------------
2025-12-05 11:06:01 [INFO]  Cases Logs
2025-12-05 11:06:01 [INFO]  Batch 14450
2025-12-05 11:06:01 [INFO]  -------------------
2025-12-05 11:06:26 [INFO]  -------------------
2025-12-05 11:06:26 [INFO]  Cases Logs
2025-12-05 11:06:26 [INFO]  Batch 14500
2025-12-05 11:06:26 [INFO]  -------------------
2025-12-05 11:06:50 [INFO]  -------------------
2025-12-05 11:06:50 [INFO]  Cases Logs
2025-12-05 11:06:50 [INFO]  Batch 14550
2025-12-05 11:06:50 [INFO]  -------------------
2025-12-05 11:07:14 [INFO]  -------------------
2025-12-05 11:07:14 [INFO]  Cases Logs
2025-12-05 11:07:14 [INFO]  Batch 14600
2025-12-05 11:07:14 [INFO]  -------------------
2025-12-05 11:07:40 [INFO]  -------------------
2025-12-05 11:07:40 [INFO]  Cases Logs
2025-12-05 11:07:40 [INFO]  Batch 14650
2025-12-05 11:07:40 [INFO]  -------------------
2025-12-05 11:08:58 [INFO]  -------------------
2025-12-05 11:08:58 [INFO]  Cases Logs
2025-12-05 11:08:58 [INFO]  Batch 14700
2025-12-05 11:08:58 [INFO]  -------------------
2025-12-05 11:09:22 [INFO]  -------------------
2025-12-05 11:09:22 [INFO]  Cases Logs
2025-12-05 11:09:22 [INFO]  Batch 14750
2025-12-05 11:09:22 [INFO]  -------------------
2025-12-05 11:09:58 [INFO]  -------------------
2025-12-05 11:09:58 [INFO]  Cases Logs
2025-12-05 11:09:58 [INFO]  Batch 14800
2025-12-05 11:09:58 [INFO]  -------------------
2025-12-05 11:10:21 [INFO]  -------------------
2025-12-05 11:10:21 [INFO]  Cases Logs
2025-12-05 11:10:21 [INFO]  Batch 14850
2025-12-05 11:10:21 [INFO]  -------------------
2025-12-05 11:10:47 [INFO]  -------------------
2025-12-05 11:10:47 [INFO]  Cases Logs
2025-12-05 11:10:47 [INFO]  Batch 14900
2025-12-05 11:10:47 [INFO]  -------------------
2025-12-05 11:13:30 [INFO]  -------------------
2025-12-05 11:13:30 [INFO]  Cases Logs
2025-12-05 11:13:30 [INFO]  Batch 14950
2025-12-05 11:13:30 [INFO]  -------------------
2025-12-05 11:14:59 [INFO]  -------------------
2025-12-05 11:14:59 [INFO]  Cases Logs
2025-12-05 11:14:59 [INFO]  Batch 15000
2025-12-05 11:14:59 [INFO]  -------------------
2025-12-05 11:15:29 [INFO]  -------------------
2025-12-05 11:15:29 [INFO]  Cases Logs
2025-12-05 11:15:29 [INFO]  Batch 15050
2025-12-05 11:15:29 [INFO]  -------------------
2025-12-05 11:16:03 [INFO]  -------------------
2025-12-05 11:16:03 [INFO]  Cases Logs
2025-12-05 11:16:03 [INFO]  Batch 15100
2025-12-05 11:16:03 [INFO]  -------------------
2025-12-05 11:16:27 [INFO]  -------------------
2025-12-05 11:16:27 [INFO]  Cases Logs
2025-12-05 11:16:27 [INFO]  Batch 15150
2025-12-05 11:16:27 [INFO]  -------------------
2025-12-05 11:21:49 [INFO]  -------------------
2025-12-05 11:21:49 [INFO]  Cases Logs
2025-12-05 11:21:49 [INFO]  Batch 15200
2025-12-05 11:21:49 [INFO]  -------------------
2025-12-05 11:22:14 [INFO]  -------------------
2025-12-05 11:22:14 [INFO]  Cases Logs
2025-12-05 11:22:14 [INFO]  Batch 15250
2025-12-05 11:22:14 [INFO]  -------------------
2025-12-05 11:22:40 [INFO]  -------------------
2025-12-05 11:22:40 [INFO]  Cases Logs
2025-12-05 11:22:40 [INFO]  Batch 15300
2025-12-05 11:22:40 [INFO]  -------------------
2025-12-05 11:23:08 [INFO]  -------------------
2025-12-05 11:23:08 [INFO]  Cases Logs
2025-12-05 11:23:08 [INFO]  Batch 15350
2025-12-05 11:23:08 [INFO]  -------------------
2025-12-05 11:25:38 [INFO]  -------------------
2025-12-05 11:25:38 [INFO]  Cases Logs
2025-12-05 11:25:38 [INFO]  Batch 15400
2025-12-05 11:25:38 [INFO]  -------------------
2025-12-05 11:27:10 [INFO]  -------------------
2025-12-05 11:27:10 [INFO]  Cases Logs
2025-12-05 11:27:10 [INFO]  Batch 15450
2025-12-05 11:27:10 [INFO]  -------------------
2025-12-05 11:28:17 [INFO]  -------------------
2025-12-05 11:28:17 [INFO]  Cases Logs
2025-12-05 11:28:17 [INFO]  Batch 15500
2025-12-05 11:28:17 [INFO]  -------------------
2025-12-05 11:29:44 [INFO]  -------------------
2025-12-05 11:29:44 [INFO]  Cases Logs
2025-12-05 11:29:44 [INFO]  Batch 15550
2025-12-05 11:29:44 [INFO]  -------------------
2025-12-05 11:30:51 [INFO]  -------------------
2025-12-05 11:30:51 [INFO]  Cases Logs
2025-12-05 11:30:51 [INFO]  Batch 15600
2025-12-05 11:30:51 [INFO]  -------------------
2025-12-05 11:33:18 [INFO]  -------------------
2025-12-05 11:33:18 [INFO]  Cases Logs
2025-12-05 11:33:18 [INFO]  Batch 15650
2025-12-05 11:33:18 [INFO]  -------------------
2025-12-05 11:34:39 [INFO]  -------------------
2025-12-05 11:34:39 [INFO]  Cases Logs
2025-12-05 11:34:39 [INFO]  Batch 15700
2025-12-05 11:34:39 [INFO]  -------------------
2025-12-05 11:36:30 [INFO]  -------------------
2025-12-05 11:36:30 [INFO]  Cases Logs
2025-12-05 11:36:30 [INFO]  Batch 15750
2025-12-05 11:36:30 [INFO]  -------------------
2025-12-05 11:37:35 [INFO]  -------------------
2025-12-05 11:37:35 [INFO]  Cases Logs
2025-12-05 11:37:35 [INFO]  Batch 15800
2025-12-05 11:37:35 [INFO]  -------------------
2025-12-05 11:38:22 [INFO]  -------------------
2025-12-05 11:38:22 [INFO]  Cases Logs
2025-12-05 11:38:22 [INFO]  Batch 15850
2025-12-05 11:38:22 [INFO]  -------------------
